date,likes,views,comments,estimated_saves,estimated_shares,engagement_rate,video_url,caption,hashtags,mentions,manual_tags
2025-02-20,-1,10685,6,0,0,5,https://instagram.fagc1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQOIMN31KyYT5CEprzYJMzFh1DyAP8eEbltGwSjdpzM7HYsBoSbDlHnt0x_VlQOZhUMkaYgvzAdU5boRtvSx-kfDKkfbEOnLoKhfzT4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=106&vs=1342079106977982_4202984433&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83NzQ0NjA3NkM4NTFDMTRDNDcwMTNCRkJENTgxM0VCOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTE5IclJ5QUtBTXRuNHdHQUl4LURoUDhnd0VqYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJuKJjYLH0%2F0%2FFQIoAkMzLBdAIN2yLQ5WBBgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=2000130826&ccb=9-4&oh=00_Aff9keuicQQH4X7DwdqVQgJ1N8x-tNNvmQfb0kEDRolXmg&oe=68E85844&_nc_sid=10d13b,Dancing is my strong point,,,
2025-02-20,538,6862,3,80,53,674,https://scontent-ord5-1.cdninstagram.com/o1/v/t16/f2/m86/AQMn0c-ndhkPxkK_IQ67PHcA8Ql6cVNaw4LlR6s0ppsngGrhHU3yM8hvyMeogfHuIb_NZOBgQgML8iQXsoTRikez6DckdNHHr7yMUkQ.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=111&vs=1573664169984668_2673615101&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xMDQ3RDkxMDBFNkY2MThCMTY5NkE5REIxQkY4QjNCMV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HUG9fc0J6Y2IzWHFaODhCQUZ6b25PbmNDRnRpYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrq5g6Wa%2FY5AFQIoAkMzLBdAK2ZmZmZmZhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=6cfbb15317&ccb=9-4&oh=00_AfczACP0HNgkSHtqzi03tAeLWxwh3OI71x47fFIzbvjLhg&oe=68E861CB&_nc_sid=10d13b,She ate,,,
2025-03-14,895,7355,17,134,89,1135,https://scontent-iad3-2.cdninstagram.com/o1/v/t16/f2/m86/AQMp-nrHjLWgX7_BfqxUngZQs_8DnYu-4BsH6Cgi7vnha_FpzMr6d0o-2UR-1mHVr2gqd6VMHpXk1BSMZBxG8-rBzRCx_-1y_knmIi4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=105&vs=1142859970500945_3496561648&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yNzQyMzc3NTJGRjg0RDUyRUQxMDYyMTNGMjcxQjQ4Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQnRWMlJ5TU9RMDJteWtHQUk0V0p6QVNHSkJDYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJuK1uYjilJ5AFQIoAkMzLBdAIGbpeNT99BgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=433d0e05c5&ccb=9-4&oh=00_AfcF2fg-xxOh90QCY7uwdIwUo2Ie_pRZ-svD0B0Af54zJA&oe=68E84FAC&_nc_sid=10d13b,Can’t wait to be tanned again😍👀👀,,,
2024-12-03,1681,14121,15,252,168,2116,https://scontent-atl3-3.cdninstagram.com/o1/v/t16/f2/m86/AQO1lbudKqiZFpApKOMFngP3tCLLQZX8FX-xGAouDIn7CYOGD5FWQrGU6arU_pCco1ZeD1xljQ21aXsPQA7ihX94VoY-shOQSqTDQ8A.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=107&vs=1556261378591187_1163667012&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DQzQxQTU1QkUwRjYyNDU5M0U4QzUxRjE1NUUxRjRBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRTBsOVJ1NENIRVBhUFFEQUgzM1BFWjFiRHdhYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsjbv8TV%2B9Y%2FFQIoAkMzLBdAHiHKwIMSbxgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=c6cc39ffd7&ccb=9-4&oh=00_Afch4Ueswfcim_fVSA1YpM9CaknaX4kL2VxQCxAeZGfdyA&oe=68E850DE&_nc_sid=10d13b,👑✨🥀,,,
2024-12-01,1123,5633,13,168,112,1416,https://scontent-atl3-3.cdninstagram.com/o1/v/t16/f2/m86/AQOOGopwp5Ro2qechk3aOi_4X3sBFCGMS4GYoF6PWN1wzTTrCDxRQLVLIrYk81vT5SBZnosTfhajwQwMZZ_49Stf_kKE7NyY13GMZao.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=111&vs=1084556450049514_2803485738&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81ODRCRTA0NDA2MzAwRTMxQkE3RkE5OUI4Q0FGRDJBOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQUNtOVJ1cmRLM1pjeWdmQUNzVkw0NXQ5T1VCYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqCozd%2FK5Z9AFQIoAkMzLBdAImZmZmZmZhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=559cc73e79&ccb=9-4&oh=00_AfcyCi3FIW9B8Ypn3S21KqagmrAdY49J4wAlNCIG6OlGyg&oe=68E84EC9&_nc_sid=10d13b,❤️,,,
2024-12-03,841,3402,4,126,84,1055,https://scontent-atl3-1.cdninstagram.com/o1/v/t16/f2/m86/AQMvZn8wYsW8MsrLqS2Syq8Q27pq9II5Kq8wqGaq35d5hyTXtHDwj0tJlZzW74dVsGhvQDJbZjIdANfur9wvH381xXctZ54Ubygz3S4.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzEuMzYwLmJhc2VsaW5lIn0&_nc_cat=103&vs=1119727723114961_3027206379&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82RjQwRjExN0UwQkFGQTk2Q0NBQzVEM0QwRDA1RUI5Q192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTEtGOXhzamdxRzlDR1FFQU9kQ3d3T3pMaFFQYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsKxsNXRxZFAFQIoAkMzLBdAFlT987ZFohgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=09bf871c9c&ccb=9-4&oh=00_Afe8Mm0UghktF14rAixSO_tNQJs-ZHaUDcC-lep95N0HHw&oe=68E86092&_nc_sid=10d13b,✌🏽,,,
2024-12-04,885,3842,0,132,88,1105,https://scontent-msp1-1.cdninstagram.com/o1/v/t16/f2/m86/AQPnwsrbP2cefHW0r5rnudlbO7Pa8XXz_TAr42TfjPixZKsacF79VQA6_yzN2eB17lhOnFeeZkCfTfUefTRqxo3iUWIt0XiwSdBPKtM.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=106&vs=1652596672334465_1340743575&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yQTQzN0RBODk5RjA2OTUwQ0QyNDMyN0I5NjExRkZBN192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQnVSOXh0dGw4Vl9nOWNHQUozZ0pTejUxczFiYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrD02p%2FVtItAFQIoAkMzLBdAIqp%2B%2Bdsi0RgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=b22ed57bc9&ccb=9-4&oh=00_AfcYoDHGmPpG_sub-GL2rDfcLDp1scOoDd-w0yNmiMD3ug&oe=68E8528E&_nc_sid=10d13b,My queen,,,
2024-12-03,1365,11680,18,204,136,1723,https://scontent-hou1-1.cdninstagram.com/o1/v/t16/f2/m86/AQPCS9lAN8xpoudPCoNCVqkWFbbDoP7zigB2ayLB-nYk1BuTIDCYGQIfKH9vp-TZWovwuOc9EfP2U-zLxl1EZqVUa99t4chB7ExeRB0.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=110&vs=1152486589579400_3192377973&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zQjRFOTBCNEFDRDk1NzkyNkI3OEFDRTQxOUFBRUVBMl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRGJaOXh2ZkxRVnJCb29FQUgxSWtrU0FBYW95YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtbksteAr4VAFQIoAkMzLBdAHgEGJN0vGxgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=4bb74ea2f6&ccb=9-4&oh=00_Afe192rXL0Zi4lOHqEIySCvopwJ0Hhf5kE5VyEH-EO2Tgg&oe=68E878DA&_nc_sid=10d13b,He likes this one🎄🎅🏼,,,
2025-02-02,419,4515,8,62,41,530,https://scontent-atl3-3.cdninstagram.com/o1/v/t16/f2/m86/AQNMx1sTE72pOwqtvyItg2z3kWP8dBWQsPtgyIfiMMM2JI0SsBNvZNtZh5HrPRuwjIXXJaiTjBc2MHGuya4FcB7OoFzWd_yu9EN-Bws.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=108&vs=2025887961250606_3612451776&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xNjQxNzlCNUMwM0VDQzZGM0U1Q0ZDNEY3QzJGRDZBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSlJKWHh5Z0hyWkducFlFQVAteFFMT0NmUXM2YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJvrp%2FZPEr8I%2FFQIoAkMzLBdAN27ZFocrAhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=d391882e80&ccb=9-4&oh=00_AfdWnpjP5mYJjISfmwx52dNfGdwtYIswBYfveVJ048xPHA&oe=68E87D55&_nc_sid=10d13b,New teeth😍🦷,,,
2025-02-09,530,8453,9,79,53,671,https://scontent-lax3-1.cdninstagram.com/o1/v/t16/f2/m86/AQORy0RQbbJ1RY2az2RArFDfYh9guWAoTzIQRCYBwoWv8kK1Ihnu7VCnfKONSolij1tswhlodrdq7neYVJBVTMI1rKCyKSbdypQ7MEQ.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=109&vs=1381951986582847_3317264713&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wOTQ1NkM2ODM1RDIyNjYzREEzREY0RjAzQ0U3MjJBQ192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQ0NTYWh3SGFJOFVJUGdFQU4zYzRKZnFZWG83YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJv6MwI3Ql4pAFQIoAkMzLBdAFKn752yLRBgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=290c9c153d&ccb=9-4&oh=00_AfdDygG5EgG6eyThmHYP0PQNw3DIwAi6BoA4lwEkOjahpA&oe=68E85A2A&_nc_sid=10d13b,TikTok loved it so here it is🤣 do you prefer 99% or 1%,,,
2025-01-28,457,5013,4,68,45,574,https://instagram.ffxe1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQOh5UqnEwumu9LjfXrdRykGzmVcvp38QfPeNghkTc0HADYc0Zv4Z2XxyrM-s93g2ObVYj2YNIH01mu5CJoxQBwYvEizz_H0FEA5kl0.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=110&vs=1559813994724172_357477161&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DQzRCRDZCMzY5QzAxODBENUVBODE4MTA3QTJFQkVBQl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HR3dfVkJ3Rjg0QjNFNUVnQUdOOGliMjNsMEZ2YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJo6V4LjQqZBAFQIoAkMzLBdAI6p%2B%2Bdsi0RgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=10a3807eee&ccb=9-4&oh=00_AfdbsgXFdj86LYuD3DfXubN5GQtYQamER7D0LvYPy4Iabg&oe=68E85B04&_nc_sid=10d13b,🤍,,,
2024-11-26,1774,11374,18,266,177,2235,https://scontent-iad3-1.cdninstagram.com/o1/v/t16/f2/m86/AQMm747vSSJgxu8n3jo9-rPhWAdY6H-t0fAtpeMYPDCBpdQHF0Ac_npPI7i4jIk5rWoO8LI-aCUlzsW5HS4swKVoLaA8bhgL9SP3doA.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=102&vs=585139070708930_832902802&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CMzRGNDAxNDVDNEEyRUM1NDQ3ODU0RTBCMzYxMDlBM192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTDR5N2h0WnpITE1wek1HQUl2NVZST0RxdDhKYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrzGrvOI79o%2FFQIoAkMzLBdAGxFocrAgxRgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=531179c77a&ccb=9-4&oh=00_Afe7XCHcDObaPHRHVVhSTFgbK1fACIf05uBsPFbQIuLUCw&oe=68E87F01&_nc_sid=10d13b,🤝🩷,,,
2024-11-29,611,6940,6,91,61,769,https://scontent-iad3-1.cdninstagram.com/o1/v/t16/f2/m86/AQNyr1IYZF1e83cH8i1DEgO_SAOCYcZfHxtWlMZWv9qVxwsqRdKMLuZ9Ia-eakTGb-vbjgTRlpXOw4tC38Jelw6pFjCJXXYgi0mtJw8.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=104&vs=1588830641766205_1821087970&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjQ3Mzk0NzJDOTdGODY3NDhDOTQ3MjA0MEUzMkU4OV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQmlpN3h2aW9Cc0pRVE1EQUpXZE9OTFpwWVlyYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJubhjZCpqthAFQIoAkMzLBdACu2RaHKwIRgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=9f9b0aa929&ccb=9-4&oh=00_AfdS-ynkfA_WSZjMbtOmeUBmpfs3_tu7B_fmIvKjG-J8zg&oe=68E84E7D&_nc_sid=10d13b,✨🤩💕,,,
2024-11-26,1407,8037,14,211,140,1772,https://scontent-lga3-3.cdninstagram.com/o1/v/t16/f2/m86/AQPGTUyLL9EfjBDnbB236WU4fc6aEosyqP409_fqolxhJG8EMe4pO_puC7sFhK4bqB71Ht2r5bWO8nNfugXmyCVTEzYPpmDWu83Uf88.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=106&vs=1060615685801631_4028101047&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CODREODlGOEU2Q0I0QTI5QTdBOTQ5MDlDMEVERTU5Ml92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSlBRM0J0OFY1ZmVhbVlFQURVaHBIc19VRXg3YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtCamISoids%2FFQIoAkMzLBdAHiHKwIMSbxgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=c08514dabe&ccb=9-4&oh=00_AfcHW-zaq4BoiDRo0CwxlYBGxYAxJ4ybiK8M2gTjj2GppA&oe=68E87CC7&_nc_sid=10d13b,✌🏽🤪,,,
2024-11-28,1028,9249,8,154,102,1292,https://scontent-mia5-2.cdninstagram.com/o1/v/t16/f2/m86/AQNHPJ9mzTh3t0AD3BeHuToCkXcAyYUWHsi8S4yj1QzM0P86jxANZ2ZEX2ro2hO0NnM4-gDJtDe27kxTYV4MmaMy-AYWAHPpqVunZew.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=110&vs=588050150408175_999682546&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CRDQxRjlBODFGOTIxRjU0QkJDNkE5RTYxRUJERERCMF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSjc1N0J1aWdQa3pkdFFGQUlIajdRX0I4OGNuYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsjU49jK0oVAFQIoAkMzLBdAHogxJul41RgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=8a9ffc8a97&ccb=9-4&oh=00_Afd_gt_lJGHBB2TGETzHuUbwVjtoYxI-uvPEI-4dSm1Qsg&oe=68E85966&_nc_sid=10d13b,True,,,
2024-11-24,1933,11051,21,289,193,2436,https://scontent-atl3-2.cdninstagram.com/o1/v/t16/f2/m86/AQMXhCgCK0k6BqWXLZ_dxIqwgPTruhyFQt6gWEUCrJxr7DqULs0VSIHifbAnQTpeRBaROnac-w9_Oq2XJzeLNY5DVlNXGFuSlJ8c9bg.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=105&vs=1581947235734887_2498974193&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80NTRDQjAzOEQ2QjFFODVDNzk3MkM5MDM0NTlDOUNCNF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRWF0NXh0dEpPQ1JoT2tHQVB3aE4wUUZVSlVZYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJoKIrcON3IxAFQIoAkMzLBdAIJmZmZmZmhgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=9852714026&ccb=9-4&oh=00_Afcni2F_PDUki5RyBn5Ql-Zv0OFkxTLodBXiL9A6RJacQg&oe=68E8736B&_nc_sid=10d13b,,,,
2025-01-19,1490,11083,24,223,149,1886,https://scontent-dfw5-2.cdninstagram.com/o1/v/t16/f2/m86/AQPACVGHM6mh9yin1orZt5vTcAaPt_K7ta8FNghjWJKj28XANBNMqf9VDn2PbzIkz-V5AsFs5TsGBI6xfw9DfFloSAWXWVZPOdyPfCU.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=102&vs=1317431882779419_3064186594&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xMTQyMzQ0NzYwMzE4NkIzRTA0QkY2NDhBMERDOUFCOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HS3RXUWh3ZjVJbXFTeG9FQUNQQ2dtbVd5ckZQYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsKM58iy9%2B8%2FFQIoAkMzLBc%2F8AAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=84ec3b7ea4&ccb=9-4&oh=00_AfdckOJwFC_haog93_TSox0LxzSp02gA7SbImCjek_buxQ&oe=68E863F2&_nc_sid=10d13b,Happy Sunday 🥰,,,
2024-11-27,864,6730,4,129,86,1083,https://scontent-lax3-1.cdninstagram.com/o1/v/t16/f2/m86/AQMOn5VNivRp_rN5umMjGupC-sX2NWdL_4-0vm9sBPvDEFs3_Ti3F7XlV8CdQ4Jorp7oh1ItjK71KxfqDu2OV1UBxcNv2F5V20rbKX8.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=104&vs=413360685180920_325923643&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81QzQ3MUY5NDBDM0U2NURBMDFGOTM0M0UxOUVCMzg5QV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSmxxN1J0dV8xZGFENDBFQUJkM2Z2LV9hNE44YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpSU3Ye40tE%2FFQIoAkMzLBdAHgAAAAAAABgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&_nc_rid=0aaa7b5251&ccb=9-4&oh=00_Afe0GzIzy0r5snayNPf4gFBq1b5xOAqnjpryn_Id7fd9_A&oe=68E8532C&_nc_sid=10d13b,White tips always,,,
